"category","cp_origin","month","exp_in","exp_out","exp_total","exp_in_per","exp_out_per"
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",mar 2013,838.04,5981.89,6819.93,12.29,87.71
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28049",abr 2013,1438.66,9146.34,10585,13.59,86.41
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",nov 2012,9706.83,30916.88,40623.71,23.89,76.11
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",dic 2012,11480.8,35998.57,47479.37,24.18,75.82
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",ene 2013,11734.4,30337.66,42072.06,27.89,72.11
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",feb 2013,9660.83,30027.23,39688.06,24.34,75.66
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",mar 2013,10253.36,29443.44,39696.8,25.83,74.17
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28050",abr 2013,13383.56,27612.04,40995.6,32.65,67.35
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",nov 2012,3330.1,7756.16,11086.26,30.04,69.96
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",dic 2012,2471.27,8488.02,10959.29,22.55,77.45
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",ene 2013,1378.83,7666.29,9045.12,15.24,84.76
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",feb 2013,1456.45,6611.16,8067.61,18.05,81.95
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",mar 2013,3031.22,8863.73,11894.95,25.48,74.52
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28051",abr 2013,1582.99,10488.17,12071.16,13.11,86.89
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",nov 2012,4232.44,15015.9,19248.34,21.99,78.01
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",dic 2012,3667.61,14630.02,18297.63,20.04,79.96
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",ene 2013,3053.26,18352.63,21405.89,14.26,85.74
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",feb 2013,4062.37,19485.48,23547.85,17.25,82.75
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",mar 2013,3983.24,16847.87,20831.11,19.12,80.88
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28053",abr 2013,5016.96,18358,23374.96,21.46,78.54
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",nov 2012,1669.19,3772.92,5442.11,30.67,69.33
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",dic 2012,1318.49,6989.09,8307.58,15.87,84.13
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",ene 2013,2212.38,4000.45,6212.83,35.61,64.39
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",feb 2013,1737.86,2235.08,3972.94,43.74,56.26
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",mar 2013,1354,6109.56,7463.56,18.14,81.86
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28054",abr 2013,1099.83,4797.01,5896.84,18.65,81.35
"es_otherservices","28055",nov 2012,0,130.95,130.95,0,100
"es_otherservices","28055",nov 2012,0,130.95,130.95,0,100
"es_otherservices","28055",nov 2012,0,130.95,130.95,0,100
"es_otherservices","28055",nov 2012,0,130.95,130.95,0,100
"es_otherservices","28055",dic 2012,0,119.37,119.37,0,100
"es_otherservices","28055",dic 2012,0,119.37,119.37,0,100
"es_otherservices","28055",dic 2012,0,119.37,119.37,0,100
"es_otherservices","28055",dic 2012,0,119.37,119.37,0,100
"es_otherservices","28055",mar 2013,0,135.2,135.2,0,100
"es_otherservices","28055",mar 2013,0,135.2,135.2,0,100
"es_otherservices","28055",mar 2013,0,135.2,135.2,0,100
"es_otherservices","28055",mar 2013,0,135.2,135.2,0,100
"es_otherservices","28055",abr 2013,0,162.76,162.76,0,100
"es_otherservices","28055",abr 2013,0,162.76,162.76,0,100
"es_otherservices","28055",abr 2013,0,162.76,162.76,0,100
"es_otherservices","28055",abr 2013,0,162.76,162.76,0,100
"es_sportsandtoys","28001",nov 2012,1979.18,9714.15,11693.33,16.93,83.07
"es_sportsandtoys","28001",dic 2012,7422.88,12145.85,19568.73,37.93,62.07
"es_sportsandtoys","28001",ene 2013,3333.51,10182.2,13515.71,24.66,75.34
"es_sportsandtoys","28001",feb 2013,3179.7,9149.11,12328.81,25.79,74.21
"es_sportsandtoys","28001",mar 2013,3960.85,10642.62,14603.47,27.12,72.88
"es_sportsandtoys","28001",abr 2013,4160.69,7128.4,11289.09,36.86,63.14
"es_sportsandtoys","28002",nov 2012,4666.21,15145.22,19811.43,23.55,76.45
"es_sportsandtoys","28002",dic 2012,8993.01,20326.67,29319.68,30.67,69.33
"es_sportsandtoys","28002",ene 2013,6361.86,20072.48,26434.34,24.07,75.93
"es_sportsandtoys","28002",feb 2013,3541.35,14583.87,18125.22,19.54,80.46
"es_sportsandtoys","28002",mar 2013,4207.63,12348.53,16556.16,25.41,74.59
"es_sportsandtoys","28002",abr 2013,4304.25,16146.27,20450.52,21.05,78.95
"es_sportsandtoys","28003",nov 2012,3190.35,9851.52,13041.87,24.46,75.54
"es_sportsandtoys","28003",dic 2012,3045.05,22376.97,25422.02,11.98,88.02
"es_sportsandtoys","28003",ene 2013,3002.4,18126.04,21128.44,14.21,85.79
"es_sportsandtoys","28003",feb 2013,2989.95,14679.28,17669.23,16.92,83.08
"es_sportsandtoys","28003",mar 2013,2241.04,9678.18,11919.22,18.8,81.2
"es_sportsandtoys","28003",abr 2013,3397.75,14293.62,17691.37,19.21,80.79
"es_sportsandtoys","28004",nov 2012,4107.39,6350.99,10458.38,39.27,60.73
"es_sportsandtoys","28004",dic 2012,3916.89,11178.94,15095.83,25.95,74.05
"es_sportsandtoys","28004",ene 2013,4088.28,8359.39,12447.67,32.84,67.16
"es_sportsandtoys","28004",feb 2013,2213.07,8055.76,10268.83,21.55,78.45
"es_sportsandtoys","28004",mar 2013,2499.5,6206.85,8706.35,28.71,71.29
"es_sportsandtoys","28004",abr 2013,2663.07,5944.43,8607.5,30.94,69.06
"es_sportsandtoys","28005",nov 2012,3436.4,20919.05,24355.45,14.11,85.89
"es_sportsandtoys","28005",dic 2012,3726.04,26834.09,30560.13,12.19,87.81
"es_sportsandtoys","28005",ene 2013,2582.45,24730.44,27312.89,9.46,90.54
"es_sportsandtoys","28005",feb 2013,2372.34,13008.01,15380.35,15.42,84.58
"es_sportsandtoys","28005",mar 2013,2081.71,10540.52,12622.23,16.49,83.51
"es_sportsandtoys","28005",abr 2013,2773.92,14425.36,17199.28,16.13,83.87
"es_sportsandtoys","28006",nov 2012,10595.04,11387.18,21982.22,48.2,51.8
"es_sportsandtoys","28006",dic 2012,15096.79,16490.41,31587.2,47.79,52.21
"es_sportsandtoys","28006",ene 2013,9784.05,14974.87,24758.92,39.52,60.48
"es_sportsandtoys","28006",feb 2013,6657.44,10913.41,17570.85,37.89,62.11
"es_sportsandtoys","28006",mar 2013,8025.2,8033.11,16058.31,49.98,50.02
"es_sportsandtoys","28006",abr 2013,9363.87,9889.49,19253.36,48.63,51.37
"es_sportsandtoys","28007",nov 2012,6955.78,15708.86,22664.64,30.69,69.31
"es_sportsandtoys","28007",dic 2012,10292.28,22727.68,33019.96,31.17,68.83
"es_sportsandtoys","28007",ene 2013,10119.8,22343.18,32462.98,31.17,68.83
"es_sportsandtoys","28007",feb 2013,6897.46,12134.44,19031.9,36.24,63.76
"es_sportsandtoys","28007",mar 2013,7749.99,9596.73,17346.72,44.68,55.32
"es_sportsandtoys","28007",abr 2013,6442.92,10858.07,17300.99,37.24,62.76
"es_sportsandtoys","28008",nov 2012,2842.81,9617.74,12460.55,22.81,77.19
"es_sportsandtoys","28008",dic 2012,3822.01,10907.71,14729.72,25.95,74.05
